engineName,submissionDate,powerOutput,pressure,velocity,acceleration,weight
engine_449,2024-09-16 10:20:16.853408,229,133,135,49,136
engine_450,2024-09-01 10:20:16.853408,77,232,255,67,87
engine_451,2024-10-07 10:20:16.853408,283,128,52,244,180
engine_452,2024-09-23 10:20:16.853408,84,195,199,71,179
engine_453,2024-10-20 10:20:16.853408,14,96,281,202,90
engine_454,2024-09-15 10:20:16.853408,85,184,212,170,160
engine_455,2024-10-06 10:20:16.853408,50,100,148,161,184
engine_456,2024-10-24 10:20:16.853408,17,74,173,168,197
engine_457,2024-08-06 10:20:16.853408,138,225,244,113,299
engine_458,2024-10-14 10:20:16.853408,21,88,79,28,277
engine_459,2024-10-24 10:20:16.853408,209,246,155,38,179
engine_460,2024-09-25 10:20:16.853408,141,14,121,59,217
engine_461,2024-10-09 10:20:16.853408,201,109,185,128,73
engine_462,2024-09-01 10:20:16.853408,278,108,298,57,144
engine_463,2024-07-30 10:20:16.853408,83,209,188,118,154
engine_464,2024-07-31 10:20:16.853408,183,197,234,12,220
engine_465,2024-09-05 10:20:16.853408,170,172,250,262,220
engine_466,2024-07-26 10:20:16.853408,36,76,241,63,214
engine_467,2024-09-12 10:20:16.853408,274,189,297,198,239
engine_468,2024-07-28 10:20:16.853408,68,273,193,50,187
engine_469,2024-08-14 10:20:16.853408,86,213,120,107,80
engine_470,2024-09-28 10:20:16.853408,223,163,42,146,68
engine_471,2024-10-21 10:20:16.853408,173,286,91,146,194
engine_472,2024-08-19 10:20:16.853408,215,211,248,245,213
engine_473,2024-09-10 10:20:16.853408,166,258,75,191,134
engine_474,2024-09-28 10:20:16.853408,246,226,16,9,206
engine_475,2024-09-29 10:20:16.853408,74,68,59,99,55
engine_476,2024-09-25 10:20:16.853408,236,249,1,82,47
engine_477,2024-09-15 10:20:16.853408,37,282,117,5,168
engine_478,2024-08-05 10:20:16.853408,125,76,282,18,57
engine_479,2024-10-08 10:20:16.853408,297,116,46,270,25
engine_480,2024-09-17 10:20:16.853408,214,230,101,159,80
engine_481,2024-10-25 10:20:16.853408,56,193,289,173,5
engine_482,2024-08-08 10:20:16.853408,83,156,93,230,150
engine_483,2024-07-27 10:20:16.853408,118,257,57,134,276
engine_484,2024-08-08 10:20:16.853408,141,27,161,256,239
engine_485,2024-08-23 10:20:16.853408,277,105,198,170,6
engine_486,2024-10-25 10:20:16.853408,59,255,95,44,293
engine_487,2024-10-22 10:20:16.853408,75,73,141,107,126
engine_488,2024-10-10 10:20:16.853408,56,163,296,90,193
engine_489,2024-09-17 10:20:16.853408,62,253,101,271,155
engine_490,2024-08-10 10:20:16.853408,172,172,171,103,56
engine_491,2024-08-15 10:20:16.853408,125,187,185,144,58
engine_492,2024-08-24 10:20:16.853408,43,135,112,75,270
engine_493,2024-08-06 10:20:16.853408,128,165,110,194,113
engine_494,2024-09-30 10:20:16.853408,203,150,95,153,262
engine_495,2024-09-17 10:20:16.853408,263,204,75,14,157
engine_496,2024-08-04 10:20:16.853408,64,168,195,220,80
engine_497,2024-08-05 10:20:16.853408,269,294,243,57,278
engine_498,2024-09-22 10:20:16.853408,85,151,283,40,173
engine_499,2024-08-02 10:20:16.853408,60,226,16,236,86
engine_500,2024-10-20 10:20:16.853408,163,220,55,215,21
engine_501,2024-09-26 10:20:16.853408,250,253,225,65,39
engine_502,2024-07-30 10:20:16.853408,93,196,276,298,1
engine_503,2024-09-24 10:20:16.853408,213,123,171,172,204
engine_504,2024-11-01 10:20:16.853408,107,30,151,163,285
engine_505,2024-08-30 10:20:16.853408,229,185,38,3,97
engine_506,2024-08-02 10:20:16.853408,78,118,241,267,61
engine_507,2024-08-16 10:20:16.853408,153,133,275,109,199
engine_508,2024-07-26 10:20:16.853408,291,109,95,89,201
engine_509,2024-07-29 10:20:16.853408,53,239,293,214,124
engine_510,2024-09-19 10:20:16.853408,84,291,60,77,11
engine_511,2024-09-17 10:20:16.853408,210,276,181,139,258
engine_512,2024-08-12 10:20:16.853408,247,63,85,23,270
engine_513,2024-10-06 10:20:16.853408,227,212,267,130,173
engine_514,2024-08-14 10:20:16.853408,21,42,255,251,94
engine_515,2024-09-03 10:20:16.853408,200,38,260,281,35
engine_516,2024-10-02 10:20:16.853408,190,93,192,235,195
engine_517,2024-09-25 10:20:16.853408,123,126,262,188,265
engine_518,2024-09-09 10:20:16.853408,193,260,64,49,297
engine_519,2024-08-19 10:20:16.853408,147,282,244,124,4
engine_520,2024-09-14 10:20:16.853408,92,238,252,216,218
engine_521,2024-10-13 10:20:16.853408,133,118,290,57,43
engine_522,2024-09-20 10:20:16.853408,8,135,77,135,286
engine_523,2024-10-15 10:20:16.853408,88,4,103,169,259
engine_524,2024-09-21 10:20:16.853408,148,38,65,112,71
engine_525,2024-10-07 10:20:16.853408,292,56,62,130,145
engine_526,2024-08-04 10:20:16.853408,52,180,86,22,28
engine_527,2024-09-04 10:20:16.853408,120,106,75,55,149
engine_528,2024-08-15 10:20:16.853408,167,79,166,248,235
engine_529,2024-08-31 10:20:16.853408,263,253,162,57,299
engine_530,2024-09-15 10:20:16.853408,93,65,291,6,114
engine_531,2024-09-19 10:20:16.853408,80,292,229,119,148
engine_532,2024-09-01 10:20:16.853408,77,28,73,246,6
engine_533,2024-07-26 10:20:16.853408,113,53,24,39,79
engine_534,2024-09-19 10:20:16.853408,48,109,67,205,4
engine_535,2024-09-22 10:20:16.853408,169,258,254,129,35
engine_536,2024-09-05 10:20:16.853408,265,11,46,281,113
engine_537,2024-08-22 10:20:16.853408,191,130,134,77,269
engine_538,2024-08-12 10:20:16.853408,214,262,178,109,62
engine_539,2024-09-23 10:20:16.853408,63,278,261,229,244
engine_540,2024-08-05 10:20:16.853408,55,48,24,49,77
engine_541,2024-10-07 10:20:16.853408,201,223,50,199,166
engine_542,2024-08-03 10:20:16.853408,79,38,98,172,141
engine_543,2024-09-17 10:20:16.853408,45,104,63,101,145
engine_544,2024-08-21 10:20:16.853408,295,61,9,278,114
engine_545,2024-10-28 10:20:16.853408,2,166,136,76,115
engine_546,2024-10-17 10:20:16.853408,32,66,177,211,163
engine_547,2024-09-25 10:20:16.853408,78,274,251,213,60
engine_548,2024-08-10 10:20:16.853408,9,8,81,125,183
engine_549,2024-08-03 10:20:16.853408,26,215,174,266,139
engine_550,2024-09-23 10:20:16.853408,238,165,282,242,243
engine_551,2024-10-16 10:20:16.853408,215,182,235,70,118
engine_552,2024-08-18 10:20:16.853408,177,271,232,66,124
engine_553,2024-07-31 10:20:16.853408,174,126,92,168,277
engine_554,2024-10-10 10:20:16.853408,208,245,22,14,106
engine_555,2024-08-20 10:20:16.853408,118,99,54,267,250
engine_556,2024-09-09 10:20:16.853408,26,135,53,197,223
engine_557,2024-08-11 10:20:16.853408,115,60,135,79,34
engine_558,2024-09-12 10:20:16.853408,124,256,74,275,6
engine_559,2024-09-12 10:20:16.853408,241,98,17,137,225
engine_560,2024-08-23 10:20:16.853408,129,170,122,141,42
engine_561,2024-10-15 10:20:16.853408,225,277,20,81,269
engine_562,2024-07-30 10:20:16.853408,245,133,258,53,79
engine_563,2024-09-12 10:20:16.853408,211,71,55,260,290
engine_564,2024-08-15 10:20:16.853408,112,273,214,246,276
engine_565,2024-07-28 10:20:16.853408,35,88,238,111,211
engine_566,2024-09-11 10:20:16.853408,233,70,175,103,148
engine_567,2024-07-27 10:20:16.853408,55,108,204,260,110
engine_568,2024-09-07 10:20:16.853408,236,72,295,41,109
engine_569,2024-08-06 10:20:16.853408,247,79,150,163,251
engine_570,2024-10-06 10:20:16.853408,141,94,11,234,164
engine_571,2024-10-16 10:20:16.853408,57,278,94,50,209
engine_572,2024-10-18 10:20:16.853408,219,1,145,210,105
engine_573,2024-08-24 10:20:16.853408,70,228,201,239,41
engine_574,2024-08-08 10:20:16.853408,162,162,140,235,272
engine_575,2024-09-22 10:20:16.853408,243,190,38,130,276
engine_576,2024-09-18 10:20:16.853408,250,62,14,194,198
engine_577,2024-10-07 10:20:16.853408,112,138,194,116,91
engine_578,2024-09-26 10:20:16.853408,12,218,155,119,4
engine_579,2024-08-07 10:20:16.853408,23,162,41,184,89
engine_580,2024-08-15 10:20:16.853408,140,249,41,294,55
engine_581,2024-07-26 10:20:16.853408,101,49,142,274,105
engine_582,2024-10-14 10:20:16.853408,96,140,143,218,70
engine_583,2024-08-15 10:20:16.853408,109,26,136,156,266
engine_584,2024-10-07 10:20:16.853408,126,78,250,96,126
engine_585,2024-08-21 10:20:16.853408,200,48,91,18,181
engine_586,2024-10-29 10:20:16.853408,79,298,160,233,250
engine_587,2024-07-26 10:20:16.853408,176,290,127,293,145
engine_588,2024-10-14 10:20:16.853408,200,2,289,244,242
engine_589,2024-10-23 10:20:16.853408,192,188,96,226,277
engine_590,2024-09-28 10:20:16.853408,211,67,59,11,60
engine_591,2024-10-19 10:20:16.853408,5,62,203,161,299
engine_592,2024-08-13 10:20:16.853408,24,130,204,51,298
engine_593,2024-09-07 10:20:16.853408,229,67,246,103,212
engine_594,2024-08-07 10:20:16.853408,140,101,264,1,195
engine_595,2024-09-26 10:20:16.853408,264,213,43,207,60
engine_596,2024-08-17 10:20:16.853408,119,204,211,146,211
engine_597,2024-10-27 10:20:16.853408,228,260,144,155,161
engine_598,2024-08-13 10:20:16.853408,233,218,199,253,271
engine_599,2024-08-30 10:20:16.853408,223,149,126,202,13
engine_600,2024-10-28 10:20:16.853408,70,273,96,186,163
engine_601,2024-09-14 10:20:16.853408,87,61,175,244,295
engine_602,2024-10-17 10:20:16.853408,139,88,250,135,38
engine_603,2024-10-17 10:20:16.853408,58,256,82,248,129
engine_604,2024-09-09 10:20:16.853408,42,233,270,254,90
engine_605,2024-08-28 10:20:16.853408,69,191,229,286,78
engine_606,2024-10-06 10:20:16.853408,241,232,221,65,118
engine_607,2024-09-17 10:20:16.853408,69,73,79,54,284
engine_608,2024-09-13 10:20:16.853408,158,70,193,163,299
engine_609,2024-08-05 10:20:16.853408,190,165,136,127,19
engine_610,2024-10-22 10:20:16.853408,93,184,294,96,74
engine_611,2024-09-14 10:20:16.853408,221,22,95,89,245
engine_612,2024-09-28 10:20:16.853408,37,4,249,201,65
engine_613,2024-09-07 10:20:16.853408,136,156,251,39,62
engine_614,2024-09-10 10:20:16.853408,93,40,144,197,62
engine_615,2024-09-28 10:20:16.853408,118,9,27,98,201
engine_616,2024-08-19 10:20:16.853408,29,147,235,3,231
engine_617,2024-09-29 10:20:16.853408,136,130,125,239,95
engine_618,2024-10-09 10:20:16.853408,297,233,215,137,75
engine_619,2024-09-30 10:20:16.853408,274,128,9,191,79
engine_620,2024-09-22 10:20:16.853408,264,159,19,218,148
engine_621,2024-08-20 10:20:16.853408,196,226,104,240,244
engine_622,2024-10-14 10:20:16.853408,136,171,295,237,114
engine_623,2024-10-19 10:20:16.853408,59,211,124,273,44
engine_624,2024-10-24 10:20:16.853408,260,42,222,77,205
engine_625,2024-10-26 10:20:16.853408,127,37,205,83,286
engine_626,2024-07-31 10:20:16.853408,226,106,28,238,238
engine_627,2024-08-02 10:20:16.853408,72,80,171,39,75
engine_628,2024-08-22 10:20:16.853408,213,259,32,143,158
engine_629,2024-09-26 10:20:16.853408,206,173,54,14,145
engine_630,2024-09-25 10:20:16.853408,250,135,257,173,276
engine_631,2024-10-08 10:20:16.853408,128,141,15,246,172
engine_632,2024-10-23 10:20:16.853408,57,27,156,203,246
engine_633,2024-09-28 10:20:16.853408,93,198,19,219,183
engine_634,2024-09-29 10:20:16.853408,175,9,102,92,186
engine_635,2024-10-15 10:20:16.853408,49,148,177,140,186
engine_636,2024-10-18 10:20:16.853408,118,16,208,15,61
engine_637,2024-08-04 10:20:16.853408,236,42,167,161,6
engine_638,2024-08-04 10:20:16.853408,253,90,200,262,51
engine_639,2024-10-21 10:20:16.853408,140,14,197,292,184
engine_640,2024-10-18 10:20:16.853408,270,227,47,102,71
engine_641,2024-08-15 10:20:16.853408,268,2,266,119,122
engine_642,2024-10-02 10:20:16.853408,29,156,230,76,232
engine_643,2024-09-09 10:20:16.853408,164,12,262,154,157
engine_644,2024-08-08 10:20:16.853408,193,127,19,197,167
engine_645,2024-10-17 10:20:16.853408,198,28,147,293,144
engine_646,2024-10-26 10:20:16.853408,136,40,294,260,212
engine_647,2024-10-01 10:20:16.853408,111,175,66,202,249
engine_648,2024-10-06 10:20:16.853408,122,158,113,122,120
engine_649,2024-10-04 10:20:16.853408,285,258,135,221,110
engine_650,2024-09-22 10:20:16.853408,237,237,187,230,90
engine_651,2024-08-29 10:20:16.853408,112,110,208,90,172
engine_652,2024-08-02 10:20:16.853408,129,73,242,190,41
engine_653,2024-10-25 10:20:16.853408,206,136,276,192,249
engine_654,2024-09-17 10:20:16.853408,80,299,81,185,251
engine_655,2024-09-09 10:20:16.853408,188,129,249,269,294
engine_656,2024-09-18 10:20:16.853408,173,214,233,187,37
engine_657,2024-10-20 10:20:16.853408,216,190,210,164,224
engine_658,2024-08-25 10:20:16.853408,31,32,79,174,6
engine_659,2024-09-07 10:20:16.853408,270,42,126,218,167
engine_660,2024-10-25 10:20:16.853408,124,86,112,242,166
engine_661,2024-08-30 10:20:16.853408,147,294,233,224,46
engine_662,2024-07-26 10:20:16.853408,40,157,14,227,138
engine_663,2024-10-31 10:20:16.853408,1,204,69,237,205
engine_664,2024-08-14 10:20:16.853408,241,46,271,31,132
engine_665,2024-08-02 10:20:16.853408,65,170,92,178,266
engine_666,2024-08-20 10:20:16.853408,120,198,161,69,63
engine_667,2024-09-20 10:20:16.853408,241,294,120,117,3
engine_668,2024-10-01 10:20:16.853408,289,99,10,245,27
engine_669,2024-10-09 10:20:16.853408,173,199,47,158,96
engine_670,2024-10-14 10:20:16.853408,281,32,286,114,283
engine_671,2024-10-10 10:20:16.853408,269,279,85,198,200
engine_672,2024-10-08 10:20:16.853408,182,2,106,230,70
engine_673,2024-09-08 10:20:16.853408,285,256,275,253,254
engine_674,2024-09-01 10:20:16.853408,74,95,25,112,155
engine_675,2024-09-13 10:20:16.853408,49,90,132,226,230
engine_676,2024-08-19 10:20:16.853408,26,16,115,120,87
engine_677,2024-09-22 10:20:16.853408,216,284,235,85,171
engine_678,2024-08-21 10:20:16.853408,211,165,272,223,84
engine_679,2024-08-07 10:20:16.853408,64,189,139,97,229
engine_680,2024-10-14 10:20:16.853408,190,115,260,74,180
engine_681,2024-08-12 10:20:16.853408,115,299,177,151,214
engine_682,2024-07-30 10:20:16.853408,31,92,64,24,217
engine_683,2024-08-22 10:20:16.853408,135,264,38,151,259
engine_684,2024-07-31 10:20:16.853408,229,250,199,116,184
engine_685,2024-08-25 10:20:16.853408,28,198,121,84,125
engine_686,2024-07-28 10:20:16.853408,85,52,149,271,206
engine_687,2024-08-08 10:20:16.853408,84,162,143,297,255
engine_688,2024-10-06 10:20:16.853408,133,41,252,251,245
engine_689,2024-10-22 10:20:16.853408,31,145,238,180,187
engine_690,2024-07-30 10:20:16.853408,40,284,241,167,130
engine_691,2024-07-27 10:20:16.853408,189,22,230,160,69
engine_692,2024-08-12 10:20:16.853408,38,230,223,245,184
engine_693,2024-07-29 10:20:16.853408,65,31,216,127,298
engine_694,2024-10-13 10:20:16.853408,139,268,63,48,37
engine_695,2024-08-17 10:20:16.853408,131,25,4,172,20
engine_696,2024-10-04 10:20:16.853408,6,32,161,222,292
engine_697,2024-10-10 10:20:16.853408,201,29,130,131,204
engine_698,2024-08-17 10:20:16.853408,57,185,38,86,134
engine_699,2024-10-28 10:20:16.853408,252,93,122,293,156
engine_700,2024-10-11 10:20:16.853408,26,157,99,9,116
engine_701,2024-08-06 10:20:16.853408,175,199,28,247,124
engine_702,2024-09-10 10:20:16.853408,62,209,289,265,155
engine_703,2024-10-02 10:20:16.853408,240,295,244,95,21
engine_704,2024-09-23 10:20:16.853408,75,74,183,27,147
engine_705,2024-08-13 10:20:16.853408,131,195,279,205,106
engine_706,2024-10-11 10:20:16.853408,64,244,57,213,146
engine_707,2024-09-09 10:20:16.853408,160,187,171,91,236
engine_708,2024-07-28 10:20:16.853408,262,261,178,39,42
engine_709,2024-09-22 10:20:16.853408,155,120,173,159,110
engine_710,2024-09-16 10:20:16.853408,245,8,105,154,74
engine_711,2024-08-15 10:20:16.853408,129,137,286,226,37
engine_712,2024-08-17 10:20:16.853408,5,289,280,96,187
engine_713,2024-10-28 10:20:16.853408,191,250,138,210,224
engine_714,2024-09-26 10:20:16.853408,292,62,113,36,27
engine_715,2024-07-27 10:20:16.853408,266,88,172,112,179
engine_716,2024-10-01 10:20:16.853408,153,160,184,194,241
engine_717,2024-08-01 10:20:16.853408,100,167,27,111,120
engine_718,2024-10-10 10:20:16.853408,42,107,146,68,92
engine_719,2024-10-11 10:20:16.853408,174,198,44,231,218
engine_720,2024-08-31 10:20:16.853408,54,276,16,76,154
engine_721,2024-09-01 10:20:16.853408,273,146,88,36,299
engine_722,2024-08-03 10:20:16.853408,103,67,151,253,24
engine_723,2024-09-02 10:20:16.853408,142,279,137,72,164
engine_724,2024-10-16 10:20:16.853408,284,74,134,71,10
engine_725,2024-10-25 10:20:16.853408,249,238,8,20,290
engine_726,2024-10-03 10:20:16.853408,279,66,279,205,135
engine_727,2024-08-23 10:20:16.853408,205,86,23,217,254
engine_728,2024-10-20 10:20:16.853408,73,67,65,209,143
engine_729,2024-08-15 10:20:16.853408,171,195,294,81,278
engine_730,2024-10-02 10:20:16.853408,286,72,60,239,119
engine_731,2024-08-14 10:20:16.853408,68,32,126,203,175
engine_732,2024-09-02 10:20:16.853408,10,93,205,199,240
engine_733,2024-09-22 10:20:16.853408,284,63,207,3,259
engine_734,2024-08-02 10:20:16.853408,139,249,239,217,57
engine_735,2024-09-19 10:20:16.853408,275,103,168,88,112
engine_736,2024-09-07 10:20:16.853408,35,235,119,202,125
engine_737,2024-10-27 10:20:16.853408,113,47,177,56,191
engine_738,2024-08-29 10:20:16.853408,209,66,48,136,247
engine_739,2024-08-03 10:20:16.853408,167,14,140,158,256
engine_740,2024-08-02 10:20:16.853408,232,66,9,173,237
engine_741,2024-10-03 10:20:16.853408,132,200,106,226,27
engine_742,2024-08-21 10:20:16.853408,215,13,204,175,105
engine_743,2024-11-01 10:20:16.853408,79,87,35,46,188
engine_744,2024-09-03 10:20:16.853408,284,218,173,200,92
engine_745,2024-08-22 10:20:16.853408,230,16,282,233,296
engine_746,2024-08-12 10:20:16.853408,225,247,166,80,139
engine_747,2024-10-13 10:20:16.853408,171,197,269,182,117
engine_748,2024-08-05 10:20:16.853408,77,55,210,48,71
engine_749,2024-09-15 10:20:16.853408,260,294,216,235,287
engine_750,2024-10-11 10:20:16.853408,89,175,205,241,259
engine_751,2024-09-16 10:20:16.853408,184,4,268,226,229
engine_752,2024-10-06 10:20:16.853408,45,125,134,248,40
engine_753,2024-07-31 10:20:16.853408,251,259,283,103,45
engine_754,2024-09-28 10:20:16.853408,89,94,13,3,291
engine_755,2024-10-18 10:20:16.853408,66,200,116,161,20
engine_756,2024-10-24 10:20:16.853408,93,32,146,265,51
engine_757,2024-11-02 10:20:16.853408,76,58,64,171,74
engine_758,2024-09-26 10:20:16.853408,70,118,143,3,272
engine_759,2024-10-02 10:20:16.853408,39,166,189,64,287
engine_760,2024-09-25 10:20:16.853408,17,297,34,152,199
engine_761,2024-09-07 10:20:16.853408,148,125,211,218,167
engine_762,2024-08-03 10:20:16.853408,262,166,245,54,27
engine_763,2024-10-10 10:20:16.853408,251,138,85,26,253
engine_764,2024-09-10 10:20:16.853408,2,284,237,194,57
engine_765,2024-10-08 10:20:16.853408,204,229,72,95,260
engine_766,2024-08-12 10:20:16.853408,230,2,221,110,241
engine_767,2024-09-23 10:20:16.853408,106,59,171,220,265
engine_768,2024-10-26 10:20:16.853408,71,279,120,157,261
engine_769,2024-10-18 10:20:16.853408,75,183,17,176,238
engine_770,2024-09-15 10:20:16.853408,213,249,265,45,12
engine_771,2024-07-28 10:20:16.853408,135,99,102,227,278
engine_772,2024-08-04 10:20:16.853408,64,273,81,151,36
engine_773,2024-07-27 10:20:16.853408,233,153,96,197,190
engine_774,2024-09-12 10:20:16.853408,133,96,216,199,115
engine_775,2024-08-02 10:20:16.853408,244,232,159,82,201
engine_776,2024-08-13 10:20:16.853408,256,259,91,172,21
engine_777,2024-07-28 10:20:16.853408,2,196,189,128,271
engine_778,2024-09-13 10:20:16.853408,19,151,112,242,28
engine_779,2024-08-01 10:20:16.853408,160,86,236,141,82
engine_780,2024-09-05 10:20:16.853408,263,167,136,11,115
engine_781,2024-10-07 10:20:16.853408,181,159,247,199,284
engine_782,2024-10-01 10:20:16.853408,189,74,240,16,192
engine_783,2024-08-20 10:20:16.853408,246,255,44,246,78
engine_784,2024-10-26 10:20:16.853408,220,187,269,266,229
engine_785,2024-08-28 10:20:16.853408,54,187,149,80,177
engine_786,2024-10-12 10:20:16.853408,136,202,251,183,45
engine_787,2024-11-01 10:20:16.853408,156,272,297,172,274
engine_788,2024-11-02 10:20:16.853408,250,80,190,161,87
engine_789,2024-09-03 10:20:16.853408,276,278,293,257,187
engine_790,2024-09-30 10:20:16.853408,229,279,147,188,99
engine_791,2024-10-03 10:20:16.853408,123,282,226,103,3
engine_792,2024-09-28 10:20:16.853408,8,30,50,271,149
engine_793,2024-08-07 10:20:16.853408,48,137,122,147,104
engine_794,2024-09-24 10:20:16.853408,90,98,126,274,214
engine_795,2024-10-04 10:20:16.853408,18,8,176,280,257
engine_796,2024-10-19 10:20:16.853408,256,77,119,171,19
engine_797,2024-09-04 10:20:16.853408,289,207,207,38,74
engine_798,2024-09-30 10:20:16.853408,174,231,22,74,1
engine_799,2024-10-09 10:20:16.853408,132,239,14,77,67
engine_800,2024-08-13 10:20:16.853408,239,289,292,244,41
engine_801,2024-08-04 10:20:16.853408,138,102,209,237,271
